E1,B09944,909
E1,B11768,564
E1,B07993,443
E1,B07545,365
E1,B07664,319
E1,B08742,296
E1,B12757,153
E1,B10089,149
E1,B08713,139
E1,B03199,137
E1,B11922,104
E1,B10359,99
E1,B03516,89
E1,B03455,85
E1,B02814,84
E1,B09479,73
E1,B03177,66
E1,B08774,63
E1,B13640,63
E1,B08830,62
E1,B02314,61
E1,B00816,56
E1,B02311,56
E1,B10091,53
E1,B12226,53
E1,B08483,50
E1,B08636,46
E1,B10093,42
E1,B01025,39
E1,B01297,39
E1,B09529,39
E1,B13009,39
E1,B02140,38
E1,B08299,38
E1,B04023,37
E1,B04185,37
E1,B10183,37
E1,B08356,36
E1,B08468,36
E1,B10071,36
E1,B04130,35
E1,B08395,35
E1,B08532,35
E1,B09326,35
E1,B12403,35
E1,B08203,34
E1,B10302,34
E1,B08389,33
E1,B12520,33
E1,B08119,31
E1,B08335,31
E1,B08909,31
E1,B09439,31
E1,B09910,31
E1,B10044,31
E1,B10115,31
E1,B10151,31
E1,B10453,31
E1,B13886,31
E1,B03518,30
E1,B09647,30
E1,B03446,29
E1,B03531,29
E1,B08072,29
E1,B08297,29
E1,B09365,29
E1,B10284,29
E1,B02454,28
E1,B02671,28
E1,B08222,28
E1,B09539,28
E1,B09989,28
E1,B13743,28
E1,B03234,27
E1,B04475,27
E1,B01028,26
E1,B08300,26
E1,B08371,26
E1,B09126,26
E1,B09332,26
E1,B09440,26
E1,B08782,25
E1,B09246,25
E1,B10038,25
E1,B03907,24
E1,B08731,24
E1,B09492,24
E1,B09724,24
E1,B09739,24
E1,B09829,24
E1,B10149,24
E1,B13883,24
E1,B13381,23
E1,B00795,22
E1,B02916,22
E1,B03806,22
E1,B04669,22
E1,B08065,22
E1,B09139,22
E1,B11371,22
E1,B03099,21
E1,B11925,21
E1,B08497,20
E1,B08528,20
E1,B10034,20
E1,B12907,20
E1,B08052,19
E1,B08506,19
E1,B09377,19
E1,B00758,18
E1,B00811,18
E1,B01024,18
E1,B02335,18
E1,B09291,18
E1,B12393,18
E1,B00764,17
E1,B02321,17
E1,B03225,17
E1,B07928,17
E1,B09214,17
E1,B00806,16
E1,B00844,16
E1,B08109,16
E1,B09292,16
E1,B11078,16
E1,B12402,16
E1,B03323,15
E1,B04143,15
E1,B08305,15
E1,B08423,15
E1,B09197,15
E1,B12496,15
E1,B00798,14
E1,B02705,14
E1,B02856,14
E1,B08857,14
E1,B08890,14
E1,B00801,13
E1,B10033,13
E1,B00805,12
E1,B02153,11
E1,B03590,11
E1,B08397,11
E1,B08632,11
E1,B09876,11
E1,B10065,11
E1,B11365,11
E1,B00829,10
E1,B04145,10
E1,B08282,10
E1,B08399,10
E1,B00846,9
E1,B01027,9
E1,B08393,9
E1,B08743,9
E1,B08805,9
E1,B09288,9
E1,B00490,8
E1,B01038,8
E1,B03176,8
E1,B03377,8
E1,B09138,8
E1,B00820,7
E1,B07992,7
E1,B10401,7
E1,B00809,6
E1,B00810,6
E1,B01029,6
E1,B03289,6
E1,B08074,6
E1,B08374,6
E1,B08626,6
E1,B09146,6
E1,B09211,6
E1,B09318,6
E1,B10004,6
E1,B00413,5
E1,B00717,5
E1,B00799,5
E1,B00804,5
E1,B00834,5
E1,B01030,5
E1,B09352,5
E1,B09436,5
E1,B09596,5
E1,B11280,5
E1,B12577,5
E1,B13399,5
E1,B00762,4
E1,B00792,4
E1,B00793,4
E1,B00797,4
E1,B00800,4
E1,B02641,4
E1,B03581,4
E1,B03643,4
E1,B03872,4
E1,B09945,4
E1,B11364,4
E1,B12993,4
E1,B00388,3
E1,B00493,3
E1,B00494,3
E1,B00763,3
E1,B00802,3
E1,B00813,3
E1,B00815,3
E1,B00831,3
E1,B03348,3
E1,B03378,3
E1,B03704,3
E1,B04336,3
E1,B08681,3
E1,B10205,3
E1,B12971,3
E1,B00326,2
E1,B00412,2
E1,B00492,2
E1,B00553,2
